year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80 +
1996,3769000.0,3785000.0,3828000.0,3885000.0,4019000.0,4046000.0,4020000.0,3876000.0,3645000.0,3853000.0,3862000.0,3798000.0,3688000.0,3803000.0,3830000.0,3789000.0,3822000.0,3729000.0,3570000.0,3752000.0,3571000.0,3545000.0,3369000.0,3403000.0,3671000.0,3893000.0,3860000.0,3772000.0,3521000.0,3961000.0,3980000.0,4124000.0,4295000.0,4357000.0,4605000.0,4585000.0,4518000.0,4502000.0,4255000.0,4718000.0,4402000.0,4264000.0,4136000.0,3977000.0,4038000.0,3778000.0,3641000.0,3599000.0,3413000.0,4005000.0,2830000.0,2789000.0,2770000.0,2937000.0,2608000.0,2407000.0,2346000.0,2327000.0,2135000.0,2148000.0,2078000.0,2061000.0,1921000.0,1942000.0,1997000.0,2044000.0,2017000.0,1978000.0,1944000.0,1909000.0,1839000.0,1827000.0,1780000.0,1664000.0,1668000.0,1603000.0,1442000.0,1347000.0,1282000.0,1198000.0,8318778.0
1997,3796593.0,3772896.0,3794539.0,3838437.0,3947130.0,4021659.0,4043328.0,4029450.0,3732421.0,3911540.0,3873391.0,3812864.0,3799342.0,3725224.0,3828849.0,3870062.0,3815299.0,3914920.0,3678636.0,3789001.0,3737807.0,3510008.0,3450411.0,3337454.0,3476126.0,3637456.0,3875757.0,3889573.0,3578298.0,3887557.0,3882146.0,3900872.0,4146133.0,4288090.0,4523629.0,4573267.0,4492035.0,4571686.0,4249012.0,4738677.0,4583271.0,4307986.0,4256589.0,4097658.0,4127747.0,3950806.0,3673989.0,3681131.0,3419808.0,3743888.0,3898050.0,2724221.0,2770025.0,2790084.0,2980632.0,2532465.0,2440430.0,2356232.0,2168394.0,2259700.0,2087016.0,2030075.0,2047529.0,1922890.0,1968259.0,1947279.0,1995607.0,1985204.0,1888631.0,1945773.0,1854442.0,1787348.0,1788370.0,1683343.0,1622553.0,1618755.0,1529285.0,1383209.0,1316272.0,1215884.0,8513656.0
1998,3776389.0,3747514.0,3750030.0,3797220.0,3894985.0,3948198.0,4020363.0,4058075.0,3883749.0,4010477.0,3940138.0,3836974.0,3831584.0,3858948.0,3774164.0,3893105.0,3920044.0,3930102.0,3878649.0,3917427.0,3782281.0,3668633.0,3412689.0,3410856.0,3399675.0,3435161.0,3614544.0,3898258.0,3687298.0,3952853.0,3816171.0,3816283.0,3935494.0,4153246.0,4465102.0,4504370.0,4493614.0,4557453.0,4325728.0,4744619.0,4612659.0,4492771.0,4306973.0,4223817.0,4257855.0,4041702.0,3845069.0,3718000.0,3499759.0,3754835.0,3637477.0,3750260.0,2711438.0,2793377.0,2832967.0,2892533.0,2569342.0,2452669.0,2196270.0,2296095.0,2197944.0,2042382.0,2019523.0,2053446.0,1955766.0,1925458.0,1904967.0,1967783.0,1900447.0,1894842.0,1895156.0,1807921.0,1755856.0,1696311.0,1646552.0,1580765.0,1550313.0,1472442.0,1358803.0,1255684.0,8787832.0
1999,3796809.0,3748076.0,3760246.0,3757406.0,3855336.0,3897142.0,3946448.0,4032455.0,3910338.0,4170928.0,4036826.0,3897913.0,3847026.0,3878763.0,3893723.0,3821303.0,3925514.0,4020239.0,3878553.0,4116412.0,3902832.0,3713869.0,3572099.0,3385083.0,3487269.0,3375562.0,3430354.0,3650733.0,3703839.0,4079785.0,3884393.0,3753139.0,3848904.0,3939780.0,4323566.0,4444026.0,4422478.0,4556137.0,4308425.0,4825107.0,4614407.0,4518118.0,4488587.0,4271570.0,4385275.0,4167166.0,3931828.0,3888877.0,3533164.0,3842102.0,3650672.0,3501580.0,3729765.0,2733108.0,2837181.0,2751092.0,2935879.0,2582467.0,2286462.0,2326942.0,2233620.0,2149396.0,2032089.0,2024547.0,2085875.0,1910729.0,1881066.0,1878068.0,1880727.0,1903982.0,1844024.0,1844069.0,1772408.0,1662100.0,1656637.0,1601691.0,1511260.0,1489389.0,1442309.0,1291911.0,9007188.0
2000,3805648.0,3820582.0,3790446.0,3832799.0,3926323.0,3965103.0,4019705.0,4118147.0,4179230.0,4267320.0,4274056.0,4115093.0,4075842.0,4010850.0,4052231.0,4019404.0,3975021.0,4046012.0,4051598.0,4127855.0,4049448.0,3841082.0,3758648.0,3673582.0,3641241.0,3744539.0,3619660.0,3789800.0,3984812.0,4242525.0,4289970.0,4011575.0,3994121.0,4026573.0,4188149.0,4516118.0,4511168.0,4517060.0,4553814.0,4608504.0,4711434.0,4466676.0,4547220.0,4407870.0,4308663.0,4341460.0,4087563.0,4019692.0,3885145.0,3758544.0,3808515.0,3616997.0,3707436.0,3635040.0,2817560.0,2850600.0,2837452.0,2864020.0,2540152.0,2377013.0,2319944.0,2221227.0,2171072.0,2053151.0,2040053.0,2029911.0,1860320.0,1896451.0,1864515.0,1882348.0,1875175.0,1788269.0,1791696.0,1725168.0,1677133.0,1651641.0,1556567.0,1460781.0,1431916.0,1314908.0,12661870.0
2001,19369341.0,0.0,0.0,0.0,0.0,20184052.0,0.0,0.0,0.0,0.0,20881442.0,0.0,0.0,0.0,0.0,20267154.0,0.0,0.0,0.0,0.0,19681213.0,0.0,0.0,0.0,0.0,18926104.0,0.0,0.0,0.0,0.0,20681202.0,0.0,0.0,0.0,0.0,22243146.0,0.0,0.0,0.0,0.0,22775521.0,0.0,0.0,0.0,0.0,20768983.0,0.0,0.0,0.0,0.0,18419209.0,0.0,0.0,0.0,0.0,14190116.0,0.0,0.0,0.0,0.0,11118462.0,0.0,0.0,0.0,0.0,9532702.0,0.0,0.0,0.0,0.0,8780521.0,0.0,0.0,0.0,0.0,7424947.0,0.0,0.0,0.0,0.0,9552772.0
2002,4033719.0,15575428.0,0.0,0.0,0.0,19900837.0,0.0,0.0,0.0,0.0,21136449.0,0.0,0.0,0.0,0.0,20376151.0,0.0,0.0,0.0,0.0,20213632.0,0.0,0.0,0.0,0.0,18971892.0,0.0,0.0,0.0,0.0,20956412.0,0.0,0.0,0.0,0.0,21914882.0,0.0,0.0,0.0,0.0,23001724.0,0.0,0.0,0.0,0.0,21302064.0,0.0,0.0,0.0,0.0,18781873.0,0.0,0.0,0.0,0.0,14990542.0,0.0,0.0,0.0,0.0,11611184.0,0.0,0.0,0.0,0.0,9580927.0,0.0,0.0,0.0,0.0,8693288.0,0.0,0.0,0.0,0.0,7420394.0,0.0,0.0,0.0,0.0,9907308.0
2003,4003606.0,15765673.0,0.0,0.0,0.0,19775276.0,0.0,0.0,0.0,0.0,21193361.0,0.0,0.0,0.0,0.0,20478469.0,0.0,0.0,0.0,0.0,20727694.0,0.0,0.0,0.0,0.0,19167954.0,0.0,0.0,0.0,0.0,20704644.0,0.0,0.0,0.0,0.0,21408004.0,0.0,0.0,0.0,0.0,22962590.0,0.0,0.0,0.0,0.0,21761188.0,0.0,0.0,0.0,0.0,19043411.0,0.0,0.0,0.0,0.0,15794050.0,0.0,0.0,0.0,0.0,12105686.0,0.0,0.0,0.0,0.0,9746083.0,0.0,0.0,0.0,0.0,8590961.0,0.0,0.0,0.0,0.0,7452593.0,0.0,0.0,0.0,0.0,10129546.0
2004,4030075.0,4008276.0,4014090.0,4051978.0,3893301.0,3859550.0,3886159.0,3882722.0,3986082.0,4021171.0,4085336.0,4155139.0,4242045.0,4308540.0,4333820.0,4232641.0,4136161.0,4116369.0,4118350.0,4126415.0,4113445.0,4160772.0,4205768.0,4257127.0,4243306.0,4068529.0,3969389.0,3858131.0,3835386.0,3873258.0,3820741.0,3881430.0,4092444.0,4273362.0,4398822.0,4178543.0,4096983.0,4091345.0,4224087.0,4494693.0,4567817.0,4550055.0,4587796.0,4602984.0,4710094.0,4522882.0,4530899.0,4430012.0,4329240.0,4303777.0,4136771.0,3998600.0,3901673.0,3727160.0,3747044.0,3599414.0,3643164.0,3474118.0,3042519.0,2763579.0,2766511.0,2716714.0,2581178.0,2309761.0,2231270.0,2129920.0,2068175.0,1954505.0,1911187.0,1872757.0,1757783.0,1715590.0,1703536.0,1672693.0,1658544.0,1578852.0,1549671.0,1484429.0,1412589.0,1372612.0,10379108.0
2005,4106627.0,4086234.0,4042282.0,4007001.0,4061580.0,3907947.0,3865239.0,3876210.0,3903048.0,3986349.0,4051059.0,4085707.0,4170112.0,4241420.0,4309445.0,4386456.0,4223239.0,4160029.0,4119101.0,4150164.0,4181050.0,4117206.0,4199359.0,4244551.0,4295694.0,4287938.0,4083903.0,3965499.0,3913275.0,3815087.0,3927697.0,3816516.0,3909034.0,4096979.0,4326984.0,4412152.0,4169729.0,4094178.0,4104389.0,4221506.0,4511190.0,4580982.0,4565228.0,4578394.0,4624716.0,4706693.0,4514425.0,4515519.0,4460814.0,4287072.0,4305887.0,4118747.0,3980867.0,3846649.0,3745592.0,3730776.0,3582733.0,3549435.0,3720896.0,2769838.0,2757098.0,2709421.0,2796749.0,2460727.0,2277868.0,2208701.0,2091772.0,2043921.0,1915570.0,1871480.0,1863135.0,1693206.0,1683201.0,1649577.0,1619250.0,1627384.0,1515738.0,1490663.0,1428832.0,1349196.0,10738487.0
2006,4130153.0,4108182.0,4103596.0,4054103.0,4021602.0,4079611.0,3927732.0,3884875.0,3895638.0,3922031.0,4005280.0,4069916.0,4104189.0,4188365.0,4259647.0,4327967.0,4405878.0,4246797.0,4188099.0,4155445.0,4192856.0,4228240.0,4164745.0,4243588.0,4281811.0,4329989.0,4319358.0,4114339.0,3999614.0,3946180.0,3849426.0,3959178.0,3843995.0,3934407.0,4119493.0,4347328.0,4429481.0,4185477.0,4107226.0,4116273.0,4232151.0,4519023.0,4584499.0,4566738.0,4578754.0,4623194.0,4703085.0,4509041.0,4508874.0,4453375.0,4278883.0,4296090.0,4106440.0,3967135.0,3832057.0,3729151.0,3711844.0,3561672.0,3525750.0,3696028.0,2747686.0,2732800.0,2682136.0,2767578.0,2432038.0,2248747.0,2177289.0,2059457.0,2009854.0,1880207.0,1832720.0,1821505.0,1650287.0,1637049.0,1599729.0,1565863.0,1569345.0,1455389.0,1427484.0,1362946.0,10962481.0
2007,4257020.0,4182171.0,4110458.0,4111354.0,4063122.0,4031709.0,4089126.0,3935663.0,3891755.0,3901375.0,3927298.0,4010171.0,4074587.0,4108962.0,4193291.0,4264883.0,4334265.0,4414523.0,4257957.0,4202062.0,4168920.0,4205055.0,4237049.0,4171964.0,4249408.0,4285927.0,4332119.0,4321055.0,4116413.0,4002192.0,3948892.0,3850843.0,3958342.0,3842496.0,3932647.0,4118744.0,4345791.0,4426493.0,4181974.0,4103458.0,4112715.0,4227028.0,4511585.0,4576064.0,4557437.0,4569057.0,4612110.0,4690534.0,4494867.0,4494805.0,4438491.0,4262899.0,4277668.0,4087032.0,3947297.0,3811078.0,3706111.0,3687286.0,3534806.0,3496978.0,3666420.0,2720381.0,2703725.0,2651053.0,2734238.0,2399100.0,2214914.0,2142539.0,2023574.0,1972314.0,1840467.0,1790176.0,1776569.0,1604238.0,1588258.0,1547563.0,1509992.0,1509624.0,1394213.0,1363490.0,11210927.0
2008,4313132.0,4275764.0,4170892.0,4122109.0,4123955.0,4076460.0,4044248.0,4099843.0,3945016.0,3899682.0,3908489.0,3933831.0,4016358.0,4080712.0,4115237.0,4199941.0,4272369.0,4343810.0,4425810.0,4272428.0,4216817.0,4185936.0,4221753.0,4251279.0,4183196.0,4259271.0,4292584.0,4337428.0,4325469.0,4118991.0,4004532.0,3948847.0,3848954.0,3955863.0,3839626.0,3930785.0,4117658.0,4343589.0,4422993.0,4178756.0,4100699.0,4108835.0,4221923.0,4505976.0,4569916.0,4550719.0,4561403.0,4603406.0,4680217.0,4484129.0,4484204.0,4426140.0,4248664.0,4262115.0,4071068.0,3930114.0,3792045.0,3685807.0,3664396.0,3511083.0,3471732.0,3638390.0,2694150.0,2676741.0,2621723.0,2702067.0,2366613.0,2182750.0,2108945.0,1988307.0,1934466.0,1801027.0,1748173.0,1731748.0,1558845.0,1539704.0,1495722.0,1454472.0,1451035.0,1334230.0,11471612.0
2009,4261494.0,4298055.0,4335825.0,4223596.0,4180686.0,4185573.0,4138962.0,4108268.0,4167184.0,4009647.0,3946437.0,3941063.0,3956622.0,4033326.0,4096116.0,4133735.0,4224842.0,4306784.0,4388610.0,4483866.0,4340019.0,4291377.0,4265915.0,4306480.0,4335768.0,4263951.0,4330154.0,4350175.0,4379973.0,4353466.0,4136153.0,4013131.0,3950236.0,3844076.0,3945007.0,3824119.0,3909190.0,4093072.0,4316004.0,4395966.0,4155781.0,4076795.0,4084353.0,4196082.0,4478594.0,4543121.0,4524001.0,4534969.0,4576094.0,4652907.0,4460089.0,4455868.0,4396694.0,4218470.0,4230270.0,4040442.0,3897687.0,3759132.0,3651527.0,3626238.0,3479340.0,3437753.0,3587039.0,2666290.0,2641501.0,2587899.0,2655960.0,2328985.0,2144975.0,2066501.0,1948620.0,1892678.0,1765495.0,1711554.0,1689400.0,1528720.0,1506289.0,1462592.0,1421500.0,1406427.0,11452995.0
2010,3944153.0,3978070.0,4096929.0,4119040.0,4063170.0,4056858.0,4066381.0,4030579.0,4046486.0,4148353.0,4172541.0,4114415.0,4106243.0,4118013.0,4165982.0,4242820.0,4316139.0,4395295.0,4500855.0,4585234.0,4519129.0,4354294.0,4264642.0,4198571.0,4249363.0,4262350.0,4152305.0,4248869.0,4215249.0,4223076.0,4285668.0,3970218.0,3986847.0,3880150.0,3839216.0,3956434.0,3802087.0,3934445.0,4121880.0,4364796.0,4383274.0,4114985.0,4076104.0,4105105.0,4211496.0,4508868.0,4519761.0,4535265.0,4538796.0,4605901.0,4660295.0,4464631.0,4500846.0,4380354.0,4291999.0,4254709.0,4037513.0,3936386.0,3794928.0,3641269.0,3621131.0,3492596.0,3563182.0,3483884.0,2657131.0,2680761.0,2639141.0,2649365.0,2323672.0,2142324.0,2043121.0,1949323.0,1864275.0,1736960.0,1684487.0,1620077.0,1471070.0,1455330.0,1400123.0,1371195.0,11236760.0
2012,3943077.0,3981523.0,3979957.0,3982440.0,4112347.0,4132747.0,4098714.0,4085964.0,4094174.0,4063937.0,4045719.0,4145034.0,4206939.0,4136252.0,4135274.0,4144014.0,4174274.0,4265702.0,4354017.0,4422695.0,4543774.0,4627509.0,4623739.0,4443539.0,4344642.0,4275138.0,4298788.0,4339574.0,4206614.0,4278212.0,4283410.0,4242178.0,4332058.0,4065562.0,3987787.0,3950567.0,3836469.0,3959492.0,3839004.0,3902667.0,4084481.0,4324963.0,4384022.0,4158551.0,4076204.0,4084512.0,4165735.0,4421347.0,4508318.0,4509567.0,4505608.0,4566251.0,4609523.0,4459925.0,4437952.0,4393250.0,4240395.0,4207605.0,4040118.0,3891149.0,3745489.0,3635456.0,3554439.0,3454687.0,3423614.0,3570839.0,2640984.0,2609069.0,2546946.0,2609515.0,2279580.0,2088076.0,1979898.0,1867571.0,1792914.0,1657855.0,1588005.0,1527795.0,1377972.0,1337956.0,11670381.0
2015,3978038.0,3968564.0,3966583.0,3974061.0,4020035.0,4018158.0,4019207.0,4148360.0,4167887.0,4133564.0,4121289.0,4130328.0,4101021.0,4084306.0,4185386.0,4249742.0,4184296.0,4194286.0,4217995.0,4262584.0,4363440.0,4456790.0,4529472.0,4652266.0,4737345.0,4729564.0,4544416.0,4439766.0,4364669.0,4383139.0,4417209.0,4278233.0,4343614.0,4341754.0,4294838.0,4379404.0,4108775.0,4028403.0,3987141.0,3870862.0,3989839.0,3865228.0,3924258.0,4100708.0,4335165.0,4389345.0,4160573.0,4073685.0,4077689.0,4152552.0,4400288.0,4479664.0,4474344.0,4463494.0,4516527.0,4553385.0,4399120.0,4371245.0,4320522.0,4163670.0,4125792.0,3954601.0,3801935.0,3651393.0,3536156.0,3450043.0,3344134.0,3304187.0,3436357.0,2532747.0,2492490.0,2421191.0,2469605.0,2146052.0,1953711.0,1839823.0,1722041.0,1639085.0,1500813.0,1422071.0,12086502.0
2016,3970145.0,3995008.0,3992154.0,3982074.0,3987656.0,4032515.0,4029655.0,4029991.0,4159114.0,4178524.0,4144019.0,4131222.0,4139558.0,4109703.0,4093731.0,4196991.0,4265224.0,4205001.0,4219303.0,4243480.0,4286221.0,4386854.0,4480904.0,4552952.0,4674097.0,4758352.0,4747254.0,4559206.0,4451507.0,4374565.0,4392155.0,4423807.0,4283076.0,4345786.0,4341535.0,4293125.0,4375562.0,4103498.0,4022119.0,3979601.0,3862150.0,3979596.0,3854553.0,3912307.0,4087645.0,4319616.0,4371961.0,4142964.0,4055074.0,4058008.0,4131293.0,4375892.0,4452636.0,4445605.0,4433630.0,4484565.0,4518758.0,4362807.0,4332953.0,4281025.0,4123968.0,4083962.0,3911429.0,3757382.0,3606295.0,3490890.0,3403647.0,3295266.0,3251936.0,3378344.0,2487211.0,2445650.0,2371252.0,2413647.0,2092487.0,1900211.0,1784266.0,1664566.0,1578915.0,1439937.0,12245970.0
