"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Russian Federation","2012","Total","Both Sexes","Total","Estimate - de jure","Final figure, complete","2013","143201730",""
"Russian Federation","2012","Total","Both Sexes","0","Estimate - de jure","Final figure, complete","2013","1837406",""
"Russian Federation","2012","Total","Both Sexes","0 - 4","Estimate - de jure","Final figure, complete","2013","8533208",""
"Russian Federation","2012","Total","Both Sexes","1","Estimate - de jure","Final figure, complete","2013","1722170",""
"Russian Federation","2012","Total","Both Sexes","1 - 4","Estimate - de jure","Final figure, complete","2013","6695802",""
"Russian Federation","2012","Total","Both Sexes","2","Estimate - de jure","Final figure, complete","2013","1670080",""
"Russian Federation","2012","Total","Both Sexes","3","Estimate - de jure","Final figure, complete","2013","1676178",""
"Russian Federation","2012","Total","Both Sexes","4","Estimate - de jure","Final figure, complete","2013","1627374",""
"Russian Federation","2012","Total","Both Sexes","5","Estimate - de jure","Final figure, complete","2013","1520797",""
"Russian Federation","2012","Total","Both Sexes","5 - 9","Estimate - de jure","Final figure, complete","2013","7350838",""
"Russian Federation","2012","Total","Both Sexes","6","Estimate - de jure","Final figure, complete","2013","1462321",""
"Russian Federation","2012","Total","Both Sexes","7","Estimate - de jure","Final figure, complete","2013","1469167",""
"Russian Federation","2012","Total","Both Sexes","8","Estimate - de jure","Final figure, complete","2013","1465243",""
"Russian Federation","2012","Total","Both Sexes","9","Estimate - de jure","Final figure, complete","2013","1433310",""
"Russian Federation","2012","Total","Both Sexes","10","Estimate - de jure","Final figure, complete","2013","1364566",""
"Russian Federation","2012","Total","Both Sexes","10 - 14","Estimate - de jure","Final figure, complete","2013","6628125",""
"Russian Federation","2012","Total","Both Sexes","11","Estimate - de jure","Final figure, complete","2013","1335988",""
"Russian Federation","2012","Total","Both Sexes","12","Estimate - de jure","Final figure, complete","2013","1313224",""
"Russian Federation","2012","Total","Both Sexes","13","Estimate - de jure","Final figure, complete","2013","1302792",""
"Russian Federation","2012","Total","Both Sexes","14","Estimate - de jure","Final figure, complete","2013","1311555",""
"Russian Federation","2012","Total","Both Sexes","15","Estimate - de jure","Final figure, complete","2013","1326636",""
"Russian Federation","2012","Total","Both Sexes","15 - 19","Estimate - de jure","Final figure, complete","2013","7391866",""
"Russian Federation","2012","Total","Both Sexes","16","Estimate - de jure","Final figure, complete","2013","1401381",""
"Russian Federation","2012","Total","Both Sexes","17","Estimate - de jure","Final figure, complete","2013","1475691",""
"Russian Federation","2012","Total","Both Sexes","18","Estimate - de jure","Final figure, complete","2013","1525277",""
"Russian Federation","2012","Total","Both Sexes","19","Estimate - de jure","Final figure, complete","2013","1662881",""
"Russian Federation","2012","Total","Both Sexes","20","Estimate - de jure","Final figure, complete","2013","1885012",""
"Russian Federation","2012","Total","Both Sexes","20 - 24","Estimate - de jure","Final figure, complete","2013","11223730",""
"Russian Federation","2012","Total","Both Sexes","21","Estimate - de jure","Final figure, complete","2013","2132974",""
"Russian Federation","2012","Total","Both Sexes","22","Estimate - de jure","Final figure, complete","2013","2310715",""
"Russian Federation","2012","Total","Both Sexes","23","Estimate - de jure","Final figure, complete","2013","2392954",""
"Russian Federation","2012","Total","Both Sexes","24","Estimate - de jure","Final figure, complete","2013","2502075",""
"Russian Federation","2012","Total","Both Sexes","25","Estimate - de jure","Final figure, complete","2013","2549116",""
"Russian Federation","2012","Total","Both Sexes","25 - 29","Estimate - de jure","Final figure, complete","2013","12442007",""
"Russian Federation","2012","Total","Both Sexes","26","Estimate - de jure","Final figure, complete","2013","2523333",""
"Russian Federation","2012","Total","Both Sexes","27","Estimate - de jure","Final figure, complete","2013","2475203",""
"Russian Federation","2012","Total","Both Sexes","28","Estimate - de jure","Final figure, complete","2013","2470933",""
"Russian Federation","2012","Total","Both Sexes","29","Estimate - de jure","Final figure, complete","2013","2423422",""
"Russian Federation","2012","Total","Both Sexes","30","Estimate - de jure","Final figure, complete","2013","2293939",""
"Russian Federation","2012","Total","Both Sexes","30 - 34","Estimate - de jure","Final figure, complete","2013","11231149",""
"Russian Federation","2012","Total","Both Sexes","31","Estimate - de jure","Final figure, complete","2013","2311493",""
"Russian Federation","2012","Total","Both Sexes","32","Estimate - de jure","Final figure, complete","2013","2289820",""
"Russian Federation","2012","Total","Both Sexes","33","Estimate - de jure","Final figure, complete","2013","2188498",""
"Russian Federation","2012","Total","Both Sexes","34","Estimate - de jure","Final figure, complete","2013","2147399",""
"Russian Federation","2012","Total","Both Sexes","35","Estimate - de jure","Final figure, complete","2013","2122406",""
"Russian Federation","2012","Total","Both Sexes","35 - 39","Estimate - de jure","Final figure, complete","2013","10419383",""
"Russian Federation","2012","Total","Both Sexes","36","Estimate - de jure","Final figure, complete","2013","2140835",""
"Russian Federation","2012","Total","Both Sexes","37","Estimate - de jure","Final figure, complete","2013","2108655",""
"Russian Federation","2012","Total","Both Sexes","38","Estimate - de jure","Final figure, complete","2013","2036806",""
"Russian Federation","2012","Total","Both Sexes","39","Estimate - de jure","Final figure, complete","2013","2010681",""
"Russian Federation","2012","Total","Both Sexes","40","Estimate - de jure","Final figure, complete","2013","1978248",""
"Russian Federation","2012","Total","Both Sexes","40 - 44","Estimate - de jure","Final figure, complete","2013","9451487",""
"Russian Federation","2012","Total","Both Sexes","41","Estimate - de jure","Final figure, complete","2013","1979874",""
"Russian Federation","2012","Total","Both Sexes","42","Estimate - de jure","Final figure, complete","2013","1915761",""
"Russian Federation","2012","Total","Both Sexes","43","Estimate - de jure","Final figure, complete","2013","1802108",""
"Russian Federation","2012","Total","Both Sexes","44","Estimate - de jure","Final figure, complete","2013","1775496",""
"Russian Federation","2012","Total","Both Sexes","45","Estimate - de jure","Final figure, complete","2013","1790912",""
"Russian Federation","2012","Total","Both Sexes","45 - 49","Estimate - de jure","Final figure, complete","2013","9784092",""
"Russian Federation","2012","Total","Both Sexes","46","Estimate - de jure","Final figure, complete","2013","1872047",""
"Russian Federation","2012","Total","Both Sexes","47","Estimate - de jure","Final figure, complete","2013","1942584",""
"Russian Federation","2012","Total","Both Sexes","48","Estimate - de jure","Final figure, complete","2013","2033719",""
"Russian Federation","2012","Total","Both Sexes","49","Estimate - de jure","Final figure, complete","2013","2144830",""
"Russian Federation","2012","Total","Both Sexes","50","Estimate - de jure","Final figure, complete","2013","2236913",""
"Russian Federation","2012","Total","Both Sexes","50 - 54","Estimate - de jure","Final figure, complete","2013","11498441",""
"Russian Federation","2012","Total","Both Sexes","51","Estimate - de jure","Final figure, complete","2013","2372965",""
"Russian Federation","2012","Total","Both Sexes","52","Estimate - de jure","Final figure, complete","2013","2371075",""
"Russian Federation","2012","Total","Both Sexes","53","Estimate - de jure","Final figure, complete","2013","2278286",""
"Russian Federation","2012","Total","Both Sexes","54","Estimate - de jure","Final figure, complete","2013","2239202",""
"Russian Federation","2012","Total","Both Sexes","55","Estimate - de jure","Final figure, complete","2013","2165174",""
"Russian Federation","2012","Total","Both Sexes","55 - 59","Estimate - de jure","Final figure, complete","2013","10298414",""
"Russian Federation","2012","Total","Both Sexes","56","Estimate - de jure","Final figure, complete","2013","2125962",""
"Russian Federation","2012","Total","Both Sexes","57","Estimate - de jure","Final figure, complete","2013","2115403",""
"Russian Federation","2012","Total","Both Sexes","58","Estimate - de jure","Final figure, complete","2013","1995933",""
"Russian Federation","2012","Total","Both Sexes","59","Estimate - de jure","Final figure, complete","2013","1895942",""
"Russian Federation","2012","Total","Both Sexes","60","Estimate - de jure","Final figure, complete","2013","1859691",""
"Russian Federation","2012","Total","Both Sexes","60 - 64","Estimate - de jure","Final figure, complete","2013","8534857",""
"Russian Federation","2012","Total","Both Sexes","61","Estimate - de jure","Final figure, complete","2013","1804633",""
"Russian Federation","2012","Total","Both Sexes","62","Estimate - de jure","Final figure, complete","2013","1795392",""
"Russian Federation","2012","Total","Both Sexes","63","Estimate - de jure","Final figure, complete","2013","1631039",""
"Russian Federation","2012","Total","Both Sexes","64","Estimate - de jure","Final figure, complete","2013","1444102",""
"Russian Federation","2012","Total","Both Sexes","65","Estimate - de jure","Final figure, complete","2013","1336626",""
"Russian Federation","2012","Total","Both Sexes","65 - 69","Estimate - de jure","Final figure, complete","2013","4174510",""
"Russian Federation","2012","Total","Both Sexes","66","Estimate - de jure","Final figure, complete","2013","1004309",""
"Russian Federation","2012","Total","Both Sexes","67","Estimate - de jure","Final figure, complete","2013","661305",""
"Russian Federation","2012","Total","Both Sexes","68","Estimate - de jure","Final figure, complete","2013","537884",""
"Russian Federation","2012","Total","Both Sexes","69","Estimate - de jure","Final figure, complete","2013","634386",""
"Russian Federation","2012","Total","Both Sexes","70","Estimate - de jure","Final figure, complete","2013","956437",""
"Russian Federation","2012","Total","Both Sexes","70 - 74","Estimate - de jure","Final figure, complete","2013","5965072",""
"Russian Federation","2012","Total","Both Sexes","71","Estimate - de jure","Final figure, complete","2013","1189659",""
"Russian Federation","2012","Total","Both Sexes","72","Estimate - de jure","Final figure, complete","2013","1267232",""
"Russian Federation","2012","Total","Both Sexes","73","Estimate - de jure","Final figure, complete","2013","1291355",""
"Russian Federation","2012","Total","Both Sexes","74","Estimate - de jure","Final figure, complete","2013","1260389",""
"Russian Federation","2012","Total","Both Sexes","75","Estimate - de jure","Final figure, complete","2013","1105800",""
"Russian Federation","2012","Total","Both Sexes","75 - 79","Estimate - de jure","Final figure, complete","2013","3888860",""
"Russian Federation","2012","Total","Both Sexes","76","Estimate - de jure","Final figure, complete","2013","892955",""
"Russian Federation","2012","Total","Both Sexes","77","Estimate - de jure","Final figure, complete","2013","712156",""
"Russian Federation","2012","Total","Both Sexes","78","Estimate - de jure","Final figure, complete","2013","581866",""
"Russian Federation","2012","Total","Both Sexes","79","Estimate - de jure","Final figure, complete","2013","596083",""
"Russian Federation","2012","Total","Both Sexes","80","Estimate - de jure","Final figure, complete","2013","610647",""
"Russian Federation","2012","Total","Both Sexes","80 - 84","Estimate - de jure","Final figure, complete","2013","2795954",""
"Russian Federation","2012","Total","Both Sexes","81","Estimate - de jure","Final figure, complete","2013","611270",""
"Russian Federation","2012","Total","Both Sexes","82","Estimate - de jure","Final figure, complete","2013","584639",""
"Russian Federation","2012","Total","Both Sexes","83","Estimate - de jure","Final figure, complete","2013","524792",""
"Russian Federation","2012","Total","Both Sexes","84","Estimate - de jure","Final figure, complete","2013","464606",""
"Russian Federation","2012","Total","Both Sexes","85","Estimate - de jure","Final figure, complete","2013","385718",""
"Russian Federation","2012","Total","Both Sexes","85 - 89","Estimate - de jure","Final figure, complete","2013","1261655",""
"Russian Federation","2012","Total","Both Sexes","86","Estimate - de jure","Final figure, complete","2013","312584",""
"Russian Federation","2012","Total","Both Sexes","87","Estimate - de jure","Final figure, complete","2013","244410",""
"Russian Federation","2012","Total","Both Sexes","88","Estimate - de jure","Final figure, complete","2013","186789",""
"Russian Federation","2012","Total","Both Sexes","89","Estimate - de jure","Final figure, complete","2013","132154",""
"Russian Federation","2012","Total","Both Sexes","90","Estimate - de jure","Final figure, complete","2013","91415",""
"Russian Federation","2012","Total","Both Sexes","90 - 94","Estimate - de jure","Final figure, complete","2013","266163",""
"Russian Federation","2012","Total","Both Sexes","91","Estimate - de jure","Final figure, complete","2013","65549",""
"Russian Federation","2012","Total","Both Sexes","92","Estimate - de jure","Final figure, complete","2013","46753",""
"Russian Federation","2012","Total","Both Sexes","93","Estimate - de jure","Final figure, complete","2013","37000",""
"Russian Federation","2012","Total","Both Sexes","94","Estimate - de jure","Final figure, complete","2013","25446",""
"Russian Federation","2012","Total","Both Sexes","95","Estimate - de jure","Final figure, complete","2013","15778",""
"Russian Federation","2012","Total","Both Sexes","95 - 99","Estimate - de jure","Final figure, complete","2013","52622",""
"Russian Federation","2012","Total","Both Sexes","96","Estimate - de jure","Final figure, complete","2013","13045",""
"Russian Federation","2012","Total","Both Sexes","97","Estimate - de jure","Final figure, complete","2013","10760",""
"Russian Federation","2012","Total","Both Sexes","98","Estimate - de jure","Final figure, complete","2013","7746",""
"Russian Federation","2012","Total","Both Sexes","99","Estimate - de jure","Final figure, complete","2013","5293",""
"Russian Federation","2012","Total","Both Sexes","100 +","Estimate - de jure","Final figure, complete","2013","9297",""
"Russian Federation","2012","Total","Male","Total","Estimate - de jure","Final figure, complete","2013","66264910",""
"Russian Federation","2012","Total","Male","0","Estimate - de jure","Final figure, complete","2013","944299",""
"Russian Federation","2012","Total","Male","0 - 4","Estimate - de jure","Final figure, complete","2013","4377526",""
"Russian Federation","2012","Total","Male","1","Estimate - de jure","Final figure, complete","2013","884184",""
"Russian Federation","2012","Total","Male","1 - 4","Estimate - de jure","Final figure, complete","2013","3433227",""
"Russian Federation","2012","Total","Male","2","Estimate - de jure","Final figure, complete","2013","856686",""
"Russian Federation","2012","Total","Male","3","Estimate - de jure","Final figure, complete","2013","858662",""
"Russian Federation","2012","Total","Male","4","Estimate - de jure","Final figure, complete","2013","833695",""
"Russian Federation","2012","Total","Male","5","Estimate - de jure","Final figure, complete","2013","779432",""
"Russian Federation","2012","Total","Male","5 - 9","Estimate - de jure","Final figure, complete","2013","3762806",""
"Russian Federation","2012","Total","Male","6","Estimate - de jure","Final figure, complete","2013","747723",""
"Russian Federation","2012","Total","Male","7","Estimate - de jure","Final figure, complete","2013","751043",""
"Russian Federation","2012","Total","Male","8","Estimate - de jure","Final figure, complete","2013","750342",""
"Russian Federation","2012","Total","Male","9","Estimate - de jure","Final figure, complete","2013","734266",""
"Russian Federation","2012","Total","Male","10","Estimate - de jure","Final figure, complete","2013","699035",""
"Russian Federation","2012","Total","Male","10 - 14","Estimate - de jure","Final figure, complete","2013","3396364",""
"Russian Federation","2012","Total","Male","11","Estimate - de jure","Final figure, complete","2013","685070",""
"Russian Federation","2012","Total","Male","12","Estimate - de jure","Final figure, complete","2013","673586",""
"Russian Federation","2012","Total","Male","13","Estimate - de jure","Final figure, complete","2013","667406",""
"Russian Federation","2012","Total","Male","14","Estimate - de jure","Final figure, complete","2013","671267",""
"Russian Federation","2012","Total","Male","15","Estimate - de jure","Final figure, complete","2013","678813",""
"Russian Federation","2012","Total","Male","15 - 19","Estimate - de jure","Final figure, complete","2013","3776026",""
"Russian Federation","2012","Total","Male","16","Estimate - de jure","Final figure, complete","2013","715891",""
"Russian Federation","2012","Total","Male","17","Estimate - de jure","Final figure, complete","2013","754156",""
"Russian Federation","2012","Total","Male","18","Estimate - de jure","Final figure, complete","2013","779816",""
"Russian Federation","2012","Total","Male","19","Estimate - de jure","Final figure, complete","2013","847350",""
"Russian Federation","2012","Total","Male","20","Estimate - de jure","Final figure, complete","2013","961303",""
"Russian Federation","2012","Total","Male","20 - 24","Estimate - de jure","Final figure, complete","2013","5708187",""
"Russian Federation","2012","Total","Male","21","Estimate - de jure","Final figure, complete","2013","1086554",""
"Russian Federation","2012","Total","Male","22","Estimate - de jure","Final figure, complete","2013","1174916",""
"Russian Federation","2012","Total","Male","23","Estimate - de jure","Final figure, complete","2013","1215607",""
"Russian Federation","2012","Total","Male","24","Estimate - de jure","Final figure, complete","2013","1269807",""
"Russian Federation","2012","Total","Male","25","Estimate - de jure","Final figure, complete","2013","1291351",""
"Russian Federation","2012","Total","Male","25 - 29","Estimate - de jure","Final figure, complete","2013","6262379",""
"Russian Federation","2012","Total","Male","26","Estimate - de jure","Final figure, complete","2013","1270117",""
"Russian Federation","2012","Total","Male","27","Estimate - de jure","Final figure, complete","2013","1242616",""
"Russian Federation","2012","Total","Male","28","Estimate - de jure","Final figure, complete","2013","1242319",""
"Russian Federation","2012","Total","Male","29","Estimate - de jure","Final figure, complete","2013","1215976",""
"Russian Federation","2012","Total","Male","30","Estimate - de jure","Final figure, complete","2013","1147883",""
"Russian Federation","2012","Total","Male","30 - 34","Estimate - de jure","Final figure, complete","2013","5583513",""
"Russian Federation","2012","Total","Male","31","Estimate - de jure","Final figure, complete","2013","1154366",""
"Russian Federation","2012","Total","Male","32","Estimate - de jure","Final figure, complete","2013","1140306",""
"Russian Federation","2012","Total","Male","33","Estimate - de jure","Final figure, complete","2013","1083951",""
"Russian Federation","2012","Total","Male","34","Estimate - de jure","Final figure, complete","2013","1057007",""
"Russian Federation","2012","Total","Male","35","Estimate - de jure","Final figure, complete","2013","1040968",""
"Russian Federation","2012","Total","Male","35 - 39","Estimate - de jure","Final figure, complete","2013","5087565",""
"Russian Federation","2012","Total","Male","36","Estimate - de jure","Final figure, complete","2013","1045949",""
"Russian Federation","2012","Total","Male","37","Estimate - de jure","Final figure, complete","2013","1028204",""
"Russian Federation","2012","Total","Male","38","Estimate - de jure","Final figure, complete","2013","993298",""
"Russian Federation","2012","Total","Male","39","Estimate - de jure","Final figure, complete","2013","979146",""
"Russian Federation","2012","Total","Male","40","Estimate - de jure","Final figure, complete","2013","963818",""
"Russian Federation","2012","Total","Male","40 - 44","Estimate - de jure","Final figure, complete","2013","4589504",""
"Russian Federation","2012","Total","Male","41","Estimate - de jure","Final figure, complete","2013","966805",""
"Russian Federation","2012","Total","Male","42","Estimate - de jure","Final figure, complete","2013","932312",""
"Russian Federation","2012","Total","Male","43","Estimate - de jure","Final figure, complete","2013","871484",""
"Russian Federation","2012","Total","Male","44","Estimate - de jure","Final figure, complete","2013","855085",""
"Russian Federation","2012","Total","Male","45","Estimate - de jure","Final figure, complete","2013","857244",""
"Russian Federation","2012","Total","Male","45 - 49","Estimate - de jure","Final figure, complete","2013","4632279",""
"Russian Federation","2012","Total","Male","46","Estimate - de jure","Final figure, complete","2013","891378",""
"Russian Federation","2012","Total","Male","47","Estimate - de jure","Final figure, complete","2013","919888",""
"Russian Federation","2012","Total","Male","48","Estimate - de jure","Final figure, complete","2013","958561",""
"Russian Federation","2012","Total","Male","49","Estimate - de jure","Final figure, complete","2013","1005208",""
"Russian Federation","2012","Total","Male","50","Estimate - de jure","Final figure, complete","2013","1041937",""
"Russian Federation","2012","Total","Male","50 - 54","Estimate - de jure","Final figure, complete","2013","5279364",""
"Russian Federation","2012","Total","Male","51","Estimate - de jure","Final figure, complete","2013","1102274",""
"Russian Federation","2012","Total","Male","52","Estimate - de jure","Final figure, complete","2013","1091473",""
"Russian Federation","2012","Total","Male","53","Estimate - de jure","Final figure, complete","2013","1034890",""
"Russian Federation","2012","Total","Male","54","Estimate - de jure","Final figure, complete","2013","1008790",""
"Russian Federation","2012","Total","Male","55","Estimate - de jure","Final figure, complete","2013","965243",""
"Russian Federation","2012","Total","Male","55 - 59","Estimate - de jure","Final figure, complete","2013","4480855",""
"Russian Federation","2012","Total","Male","56","Estimate - de jure","Final figure, complete","2013","934518",""
"Russian Federation","2012","Total","Male","57","Estimate - de jure","Final figure, complete","2013","917651",""
"Russian Federation","2012","Total","Male","58","Estimate - de jure","Final figure, complete","2013","856806",""
"Russian Federation","2012","Total","Male","59","Estimate - de jure","Final figure, complete","2013","806637",""
"Russian Federation","2012","Total","Male","60","Estimate - de jure","Final figure, complete","2013","783771",""
"Russian Federation","2012","Total","Male","60 - 64","Estimate - de jure","Final figure, complete","2013","3523990",""
"Russian Federation","2012","Total","Male","61","Estimate - de jure","Final figure, complete","2013","754499",""
"Russian Federation","2012","Total","Male","62","Estimate - de jure","Final figure, complete","2013","741546",""
"Russian Federation","2012","Total","Male","63","Estimate - de jure","Final figure, complete","2013","663314",""
"Russian Federation","2012","Total","Male","64","Estimate - de jure","Final figure, complete","2013","580860",""
"Russian Federation","2012","Total","Male","65","Estimate - de jure","Final figure, complete","2013","528580",""
"Russian Federation","2012","Total","Male","65 - 69","Estimate - de jure","Final figure, complete","2013","1602839",""
"Russian Federation","2012","Total","Male","66","Estimate - de jure","Final figure, complete","2013","390168",""
"Russian Federation","2012","Total","Male","67","Estimate - de jure","Final figure, complete","2013","253200",""
"Russian Federation","2012","Total","Male","68","Estimate - de jure","Final figure, complete","2013","201701",""
"Russian Federation","2012","Total","Male","69","Estimate - de jure","Final figure, complete","2013","229190",""
"Russian Federation","2012","Total","Male","70","Estimate - de jure","Final figure, complete","2013","333642",""
"Russian Federation","2012","Total","Male","70 - 74","Estimate - de jure","Final figure, complete","2013","1989724",""
"Russian Federation","2012","Total","Male","71","Estimate - de jure","Final figure, complete","2013","407511",""
"Russian Federation","2012","Total","Male","72","Estimate - de jure","Final figure, complete","2013","424295",""
"Russian Federation","2012","Total","Male","73","Estimate - de jure","Final figure, complete","2013","419730",""
"Russian Federation","2012","Total","Male","74","Estimate - de jure","Final figure, complete","2013","404546",""
"Russian Federation","2012","Total","Male","75","Estimate - de jure","Final figure, complete","2013","350876",""
"Russian Federation","2012","Total","Male","75 - 79","Estimate - de jure","Final figure, complete","2013","1179476",""
"Russian Federation","2012","Total","Male","76","Estimate - de jure","Final figure, complete","2013","276663",""
"Russian Federation","2012","Total","Male","77","Estimate - de jure","Final figure, complete","2013","214845",""
"Russian Federation","2012","Total","Male","78","Estimate - de jure","Final figure, complete","2013","169340",""
"Russian Federation","2012","Total","Male","79","Estimate - de jure","Final figure, complete","2013","167752",""
"Russian Federation","2012","Total","Male","80","Estimate - de jure","Final figure, complete","2013","167829",""
"Russian Federation","2012","Total","Male","80 - 84","Estimate - de jure","Final figure, complete","2013","722151",""
"Russian Federation","2012","Total","Male","81","Estimate - de jure","Final figure, complete","2013","164710",""
"Russian Federation","2012","Total","Male","82","Estimate - de jure","Final figure, complete","2013","151438",""
"Russian Federation","2012","Total","Male","83","Estimate - de jure","Final figure, complete","2013","128218",""
"Russian Federation","2012","Total","Male","84","Estimate - de jure","Final figure, complete","2013","109956",""
"Russian Federation","2012","Total","Male","85","Estimate - de jure","Final figure, complete","2013","87612",""
"Russian Federation","2012","Total","Male","85 - 89","Estimate - de jure","Final figure, complete","2013","253028",""
"Russian Federation","2012","Total","Male","86","Estimate - de jure","Final figure, complete","2013","64762",""
"Russian Federation","2012","Total","Male","87","Estimate - de jure","Final figure, complete","2013","45830",""
"Russian Federation","2012","Total","Male","88","Estimate - de jure","Final figure, complete","2013","32557",""
"Russian Federation","2012","Total","Male","89","Estimate - de jure","Final figure, complete","2013","22267",""
"Russian Federation","2012","Total","Male","90","Estimate - de jure","Final figure, complete","2013","15814",""
"Russian Federation","2012","Total","Male","90 - 94","Estimate - de jure","Final figure, complete","2013","46736",""
"Russian Federation","2012","Total","Male","91","Estimate - de jure","Final figure, complete","2013","11770",""
"Russian Federation","2012","Total","Male","92","Estimate - de jure","Final figure, complete","2013","8492",""
"Russian Federation","2012","Total","Male","93","Estimate - de jure","Final figure, complete","2013","6368",""
"Russian Federation","2012","Total","Male","94","Estimate - de jure","Final figure, complete","2013","4292",""
"Russian Federation","2012","Total","Male","95","Estimate - de jure","Final figure, complete","2013","2618",""
"Russian Federation","2012","Total","Male","95 - 99","Estimate - de jure","Final figure, complete","2013","8634",""
"Russian Federation","2012","Total","Male","96","Estimate - de jure","Final figure, complete","2013","2118",""
"Russian Federation","2012","Total","Male","97","Estimate - de jure","Final figure, complete","2013","1688",""
"Russian Federation","2012","Total","Male","98","Estimate - de jure","Final figure, complete","2013","1268",""
"Russian Federation","2012","Total","Male","99","Estimate - de jure","Final figure, complete","2013","942",""
"Russian Federation","2012","Total","Male","100 +","Estimate - de jure","Final figure, complete","2013","1964",""
"Russian Federation","2012","Total","Female","Total","Estimate - de jure","Final figure, complete","2013","76936820",""
"Russian Federation","2012","Total","Female","0","Estimate - de jure","Final figure, complete","2013","893107",""
"Russian Federation","2012","Total","Female","0 - 4","Estimate - de jure","Final figure, complete","2013","4155682",""
"Russian Federation","2012","Total","Female","1","Estimate - de jure","Final figure, complete","2013","837986",""
"Russian Federation","2012","Total","Female","1 - 4","Estimate - de jure","Final figure, complete","2013","3262575",""
"Russian Federation","2012","Total","Female","2","Estimate - de jure","Final figure, complete","2013","813394",""
"Russian Federation","2012","Total","Female","3","Estimate - de jure","Final figure, complete","2013","817516",""
"Russian Federation","2012","Total","Female","4","Estimate - de jure","Final figure, complete","2013","793679",""
"Russian Federation","2012","Total","Female","5","Estimate - de jure","Final figure, complete","2013","741365",""
"Russian Federation","2012","Total","Female","5 - 9","Estimate - de jure","Final figure, complete","2013","3588032",""
"Russian Federation","2012","Total","Female","6","Estimate - de jure","Final figure, complete","2013","714598",""
"Russian Federation","2012","Total","Female","7","Estimate - de jure","Final figure, complete","2013","718124",""
"Russian Federation","2012","Total","Female","8","Estimate - de jure","Final figure, complete","2013","714901",""
"Russian Federation","2012","Total","Female","9","Estimate - de jure","Final figure, complete","2013","699044",""
"Russian Federation","2012","Total","Female","10","Estimate - de jure","Final figure, complete","2013","665531",""
"Russian Federation","2012","Total","Female","10 - 14","Estimate - de jure","Final figure, complete","2013","3231761",""
"Russian Federation","2012","Total","Female","11","Estimate - de jure","Final figure, complete","2013","650918",""
"Russian Federation","2012","Total","Female","12","Estimate - de jure","Final figure, complete","2013","639638",""
"Russian Federation","2012","Total","Female","13","Estimate - de jure","Final figure, complete","2013","635386",""
"Russian Federation","2012","Total","Female","14","Estimate - de jure","Final figure, complete","2013","640288",""
"Russian Federation","2012","Total","Female","15","Estimate - de jure","Final figure, complete","2013","647823",""
"Russian Federation","2012","Total","Female","15 - 19","Estimate - de jure","Final figure, complete","2013","3615840",""
"Russian Federation","2012","Total","Female","16","Estimate - de jure","Final figure, complete","2013","685490",""
"Russian Federation","2012","Total","Female","17","Estimate - de jure","Final figure, complete","2013","721535",""
"Russian Federation","2012","Total","Female","18","Estimate - de jure","Final figure, complete","2013","745461",""
"Russian Federation","2012","Total","Female","19","Estimate - de jure","Final figure, complete","2013","815531",""
"Russian Federation","2012","Total","Female","20","Estimate - de jure","Final figure, complete","2013","923709",""
"Russian Federation","2012","Total","Female","20 - 24","Estimate - de jure","Final figure, complete","2013","5515543",""
"Russian Federation","2012","Total","Female","21","Estimate - de jure","Final figure, complete","2013","1046420",""
"Russian Federation","2012","Total","Female","22","Estimate - de jure","Final figure, complete","2013","1135799",""
"Russian Federation","2012","Total","Female","23","Estimate - de jure","Final figure, complete","2013","1177347",""
"Russian Federation","2012","Total","Female","24","Estimate - de jure","Final figure, complete","2013","1232268",""
"Russian Federation","2012","Total","Female","25","Estimate - de jure","Final figure, complete","2013","1257765",""
"Russian Federation","2012","Total","Female","25 - 29","Estimate - de jure","Final figure, complete","2013","6179628",""
"Russian Federation","2012","Total","Female","26","Estimate - de jure","Final figure, complete","2013","1253216",""
"Russian Federation","2012","Total","Female","27","Estimate - de jure","Final figure, complete","2013","1232587",""
"Russian Federation","2012","Total","Female","28","Estimate - de jure","Final figure, complete","2013","1228614",""
"Russian Federation","2012","Total","Female","29","Estimate - de jure","Final figure, complete","2013","1207446",""
"Russian Federation","2012","Total","Female","30","Estimate - de jure","Final figure, complete","2013","1146056",""
"Russian Federation","2012","Total","Female","30 - 34","Estimate - de jure","Final figure, complete","2013","5647636",""
"Russian Federation","2012","Total","Female","31","Estimate - de jure","Final figure, complete","2013","1157127",""
"Russian Federation","2012","Total","Female","32","Estimate - de jure","Final figure, complete","2013","1149514",""
"Russian Federation","2012","Total","Female","33","Estimate - de jure","Final figure, complete","2013","1104547",""
"Russian Federation","2012","Total","Female","34","Estimate - de jure","Final figure, complete","2013","1090392",""
"Russian Federation","2012","Total","Female","35","Estimate - de jure","Final figure, complete","2013","1081438",""
"Russian Federation","2012","Total","Female","35 - 39","Estimate - de jure","Final figure, complete","2013","5331818",""
"Russian Federation","2012","Total","Female","36","Estimate - de jure","Final figure, complete","2013","1094886",""
"Russian Federation","2012","Total","Female","37","Estimate - de jure","Final figure, complete","2013","1080451",""
"Russian Federation","2012","Total","Female","38","Estimate - de jure","Final figure, complete","2013","1043508",""
"Russian Federation","2012","Total","Female","39","Estimate - de jure","Final figure, complete","2013","1031535",""
"Russian Federation","2012","Total","Female","40","Estimate - de jure","Final figure, complete","2013","1014430",""
